product-id,product-title,origin_country,origin_region,origin_farm,origin_altitude_m,origin_process,roast_level,roast_roasted_on,roast_roaster,flavor_notes,tags,tasting_score_acidity,tasting_score_body,tasting_score_sweetness,tasting_score_aroma,tasting_score_bitterness,in_stock,description,variant_size,variant_grind,variant_price_eur,variant_stock,variant-id,variant_index
BEAN-0142,"Save Point Sumatra",Hyperborea,"Northern Reaches","Finca The Sandbox",1300,anaerobic,20.8182,61.3087,dark,2026-01-24,"Tail Call Tea",,"small-batch,developer-fuel,rainforest-alliance,shade-grown",10,10,2,7,3,1,"If found defective, please file a bug report.",100g,moka,8.18,133,BEAN-0142-100g-MOK,2
BEAN-0143,"Supernova Sumatra",Jamaica,"Blue Mountain","Finca Loop Holdings",1599,honey,dark,2026-01-23,"The Bean Counters","maple syrup,raspberry","filter-friendly,bird-friendly,production-ready,developer-fuel",3,6,9,9,8,1,"Side effects may include: refactoring, enlightenment, productivity.",500g,turkish,27.64,188,BEAN-0143-500g-TUR,0
BEAN-0143,"Supernova Sumatra",Jamaica,"Blue Mountain","Finca Loop Holdings",1599,honey,dark,2026-01-23,"The Bean Counters","maple syrup,raspberry","filter-friendly,bird-friendly,production-ready,developer-fuel",3,6,9,9,8,1,"Side effects may include: refactoring, enlightenment, productivity.",250g,turkish,17.91,30,BEAN-0143-250g-TUR,1
BEAN-0144,"Boolean Bean",Vietnam,"Đắk Lắk","Finca Heap Hill",660,honey,dark,2025-12-05,"FIFO Coffee Bar",,"rainforest-alliance,organic",2,3,8,10,7,,500g,whole_bean,26.87,185,BEAN-0144-500g-WHO,0
BEAN-0144,"Boolean Bean",Vietnam,"Đắk Lắk","Finca Heap Hill",660,honey,dark,2025-12-05,"FIFO Coffee Bar",,"rainforest-alliance,organic",2,3,8,10,7,,1kg,french_press,47.91,133,BEAN-0144-1kg-FRE,1
BEAN-0145,"Necromancer Nitro",Hyperborea,"Northern Reaches","Finca Commit Hill",1389,anaerobic,-18.6884,-27.4114,medium-dark,2026-05-09,"Loops & Beans","blackcurrant,grapefruit,milk chocolate,brown sugar","battle-tested,espresso-friendly",1,6,4,1,3,,1kg,filter,48.36,103,BEAN-0145-1kg-FIL,0
BEAN-0145,"Necromancer Nitro",Hyperborea,"Northern Reaches","Finca Commit Hill",1389,anaerobic,-18.6884,-27.4114,medium-dark,2026-05-09,"Loops & Beans","blackcurrant,grapefruit,milk chocolate,brown sugar","battle-tested,espresso-friendly",1,6,4,1,3,,250g,moka,11.12,180,BEAN-0145-250g-MOK,1
BEAN-0146,"Andromeda Espresso",Guatemala,Antigua,"Finca Loop Holdings",1893,natural,dark,2026-03-23,"Eventual Consistency Roasting","honey,chocolate,strawberry","bird-friendly,compile-grade",2,9,2,9,5,1,500g,moka,28.51,147,BEAN-0146-500g-MOK,0
BEAN-0146,"Andromeda Espresso",Guatemala,Antigua,"Finca Loop Holdings",1893,natural,dark,2026-03-23,"Eventual Consistency Roasting","honey,chocolate,strawberry","bird-friendly,compile-grade",2,9,2,9,5,1,500g,aeropress,25.54,96,BEAN-0146-500g-AER,1
BEAN-0147,"Necromancer Nitro","Costa Rica",Tarrazú,"Finca Stack Plantation",1848,wet-hulled,light,2026-01-08,"ASCII Coffee","vanilla,cinnamon","small-batch,direct-trade",7,6,9,9,1,1,"Side effects may include: refactoring, enlightenment, productivity.",500g,whole_bean,25.19,191,BEAN-0147-500g-WHO,0
BEAN-0147,"Necromancer Nitro","Costa Rica",Tarrazú,"Finca Stack Plantation",1848,wet-hulled,light,2026-01-08,"ASCII Coffee","vanilla,cinnamon","small-batch,direct-trade",7,6,9,9,1,1,"Side effects may include: refactoring, enlightenment, productivity.",250g,french_press,13.51,55,BEAN-0147-250g-FRE,1
BEAN-0148,"DNS Drip",Kenya,Nyeri,"Finca The Mainframe",2077,natural,french,2026-03-11,"Stack Trace Roasters",berry,"small-batch,shade-grown",3,2,2,2,8,1,100g,turkish,7.86,158,BEAN-0148-100g-TUR,0
BEAN-0148,"DNS Drip",Kenya,Nyeri,"Finca The Mainframe",2077,natural,french,2026-03-11,"Stack Trace Roasters",berry,"small-batch,shade-grown",3,2,2,2,8,1,500g,french_press,29.18,147,BEAN-0148-500g-FRE,1
BEAN-0148,"DNS Drip",Kenya,Nyeri,"Finca The Mainframe",2077,natural,french,2026-03-11,"Stack Trace Roasters",berry,"small-batch,shade-grown",3,2,2,2,8,1,250g,turkish,18.33,71,BEAN-0148-250g-TUR,2
BEAN-0149,"Loot Drop Latte","El Dorado","Lake Guatavita","Finca Stack Plantation",3116,wet-hulled,light,2026-01-03,"Tail Call Tea","tail-call sweetness,orange,woody",compile-grade,8,6,1,1,4,1,"Single-origin, single-threaded, single-purpose.",500g,moka,28.89,47,BEAN-0149-500g-MOK,0
BEAN-0149,"Loot Drop Latte","El Dorado","Lake Guatavita","Finca Stack Plantation",3116,wet-hulled,light,2026-01-03,"Tail Call Tea","tail-call sweetness,orange,woody",compile-grade,8,6,1,1,4,1,"Single-origin, single-threaded, single-purpose.",500g,espresso,24.16,156,BEAN-0149-500g-ESP,1
BEAN-0150,"Elven Espresso",Avalon,"Apple Isle","Finca Null Acres",90,anaerobic,31.9673,14.8387,medium,2026-01-16,"O(1) Coffee","peanut butter,honey,tail-call sweetness,berry",limited-edition,4,9,7,7,4,,"Pairs well with rubber duck debugging.",250g,french_press,17.45,45,BEAN-0150-250g-FRE,0
BEAN-0150,"Elven Espresso",Avalon,"Apple Isle","Finca Null Acres",90,anaerobic,31.9673,14.8387,medium,2026-01-16,"O(1) Coffee","peanut butter,honey,tail-call sweetness,berry",limited-edition,4,9,7,7,4,,"Pairs well with rubber duck debugging.",1kg,french_press,44.08,161,BEAN-0150-1kg-FRE,1
BEAN-0150,"Elven Espresso",Avalon,"Apple Isle","Finca Null Acres",90,anaerobic,31.9673,14.8387,medium,2026-01-16,"O(1) Coffee","peanut butter,honey,tail-call sweetness,berry",limited-edition,4,9,7,7,4,,"Pairs well with rubber duck debugging.",500g,turkish,25.89,64,BEAN-0150-500g-TUR,2
BEAN-0150,"Elven Espresso",Avalon,"Apple Isle","Finca Null Acres",90,anaerobic,31.9673,14.8387,medium,2026-01-16,"O(1) Coffee","peanut butter,honey,tail-call sweetness,berry",limited-edition,4,9,7,7,4,,"Pairs well with rubber duck debugging.",100g,french_press,4.79,41,BEAN-0150-100g-FRE,3
BEAN-0151,"Haskell Hot Brew",Guatemala,Antigua,"Finca The Repo",1584,wet-hulled,medium,2026-02-12,"Bit Roasters","walnut,hibiscus,tail-call sweetness","open-source,battle-tested",9,3,5,6,6,1,1kg,whole_bean,46.05,73,BEAN-0151-1kg-WHO,0
BEAN-0151,"Haskell Hot Brew",Guatemala,Antigua,"Finca The Repo",1584,wet-hulled,medium,2026-02-12,"Bit Roasters","walnut,hibiscus,tail-call sweetness","open-source,battle-tested",9,3,5,6,6,1,1kg,aeropress,50.65,42,BEAN-0151-1kg-AER,1
BEAN-0151,"Haskell Hot Brew",Guatemala,Antigua,"Finca The Repo",1584,wet-hulled,medium,2026-02-12,"Bit Roasters","walnut,hibiscus,tail-call sweetness","open-source,battle-tested",9,3,5,6,6,1,500g,french_press,27.05,146,BEAN-0151-500g-FRE,2
BEAN-0152,"Hyperdrive House Blend",Indonesia,Sumatra,"Finca Null Acres",1260,honey,french,2026-03-04,"Roast & Roll","raspberry,earthy,lavender","bird-friendly,espresso-friendly,open-source,organic",3,4,5,2,4,1,"Smooth like a well-balanced API.",100g,french_press,8.39,6,BEAN-0152-100g-FRE,0
BEAN-0152,"Hyperdrive House Blend",Indonesia,Sumatra,"Finca Null Acres",1260,honey,french,2026-03-04,"Roast & Roll","raspberry,earthy,lavender","bird-friendly,espresso-friendly,open-source,organic",3,4,5,2,4,1,"Smooth like a well-balanced API.",1kg,moka,49.12,21,BEAN-0152-1kg-MOK,1
BEAN-0153,"Antimatter Americano",Honduras,Copán,"Finca The Mainframe",1417,honey,medium-dark,2025-12-02,"The Recursion Roastery",apricot,"organic,fair-trade",6,6,8,8,9,1,"Fuel for the 3am production incident.",250g,aeropress,15.31,151,BEAN-0153-250g-AER,0
BEAN-0153,"Antimatter Americano",Honduras,Copán,"Finca The Mainframe",1417,honey,medium-dark,2025-12-02,"The Recursion Roastery",apricot,"organic,fair-trade",6,6,8,8,9,1,"Fuel for the 3am production incident.",1kg,aeropress,48.99,144,BEAN-0153-1kg-AER,1
BEAN-0153,"Antimatter Americano",Honduras,Copán,"Finca The Mainframe",1417,honey,medium-dark,2025-12-02,"The Recursion Roastery",apricot,"organic,fair-trade",6,6,8,8,9,1,"Fuel for the 3am production incident.",1kg,moka,48.12,136,BEAN-0153-1kg-MOK,2
BEAN-0154,"Semicolon Sumatra","Costa Rica",Tarrazú,"Finca Null Acres",1657,anaerobic,medium,2026-04-02,"Buffer Overflow Brewing",,compile-grade,3,6,5,8,9,,"Single-origin, single-threaded, single-purpose.",1kg,filter,43.07,110,BEAN-0154-1kg-FIL,0
BEAN-0154,"Semicolon Sumatra","Costa Rica",Tarrazú,"Finca Null Acres",1657,anaerobic,medium,2026-04-02,"Buffer Overflow Brewing",,compile-grade,3,6,5,8,9,,"Single-origin, single-threaded, single-purpose.",500g,moka,23.85,1,BEAN-0154-500g-MOK,1
BEAN-0154,"Semicolon Sumatra","Costa Rica",Tarrazú,"Finca Null Acres",1657,anaerobic,medium,2026-04-02,"Buffer Overflow Brewing",,compile-grade,3,6,5,8,9,,"Single-origin, single-threaded, single-purpose.",500g,espresso,25.29,143,BEAN-0154-500g-ESP,2
BEAN-0154,"Semicolon Sumatra","Costa Rica",Tarrazú,"Finca Null Acres",1657,anaerobic,medium,2026-04-02,"Buffer Overflow Brewing",,compile-grade,3,6,5,8,9,,"Single-origin, single-threaded, single-purpose.",1kg,french_press,45,183,BEAN-0154-1kg-FRE,3
BEAN-0155,"Goto Statement Espresso",Nicaragua,Jinotega,"Finca The Mainframe",1620,wet-hulled,dark,2025-11-15,"FIFO Coffee Bar","blackcurrant,uncertainty","bird-friendly,filter-friendly,single-origin",3,3,5,2,8,1,"Pairs well with rubber duck debugging.",1kg,espresso,45.57,38,BEAN-0155-1kg-ESP,0
BEAN-0155,"Goto Statement Espresso",Nicaragua,Jinotega,"Finca The Mainframe",1620,wet-hulled,dark,2025-11-15,"FIFO Coffee Bar","blackcurrant,uncertainty","bird-friendly,filter-friendly,single-origin",3,3,5,2,8,1,"Pairs well with rubber duck debugging.",100g,moka,4.18,26,BEAN-0155-100g-MOK,1
BEAN-0156,"Zsh Espresso",Ethiopia,Yirgacheffe,"Finca La Esperanza",1877,anaerobic,medium-light,2026-02-13,"SIGTERM Single Origin","tobacco,lavender","fair-trade,direct-trade,single-origin,decaf",1,5,7,2,9,1,"Side effects may include: refactoring, enlightenment, productivity.",500g,turkish,25.05,3,BEAN-0156-500g-TUR,0
BEAN-0156,"Zsh Espresso",Ethiopia,Yirgacheffe,"Finca La Esperanza",1877,anaerobic,medium-light,2026-02-13,"SIGTERM Single Origin","tobacco,lavender","fair-trade,direct-trade,single-origin,decaf",1,5,7,2,9,1,"Side effects may include: refactoring, enlightenment, productivity.",100g,turkish,9.72,98,BEAN-0156-100g-TUR,1
BEAN-0157,"Regex Roast","Costa Rica",Tarrazú,"Finca The Sandbox",1876,washed,dark,2025-11-22,"Loops & Beans","cinnamon,tail-call sweetness,floral","espresso-friendly,fair-trade,production-ready",9,2,5,8,5,1,"Has been peer-reviewed.",250g,whole_bean,12.89,111,BEAN-0157-250g-WHO,0
BEAN-0157,"Regex Roast","Costa Rica",Tarrazú,"Finca The Sandbox",1876,washed,dark,2025-11-22,"Loops & Beans","cinnamon,tail-call sweetness,floral","espresso-friendly,fair-trade,production-ready",9,2,5,8,5,1,"Has been peer-reviewed.",500g,whole_bean,23.34,70,BEAN-0157-500g-WHO,1
BEAN-0157,"Regex Roast","Costa Rica",Tarrazú,"Finca The Sandbox",1876,washed,dark,2025-11-22,"Loops & Beans","cinnamon,tail-call sweetness,floral","espresso-friendly,fair-trade,production-ready",9,2,5,8,5,1,"Has been peer-reviewed.",100g,french_press,10.31,2,BEAN-0157-100g-FRE,2
BEAN-0157,"Regex Roast","Costa Rica",Tarrazú,"Finca The Sandbox",1876,washed,dark,2025-11-22,"Loops & Beans","cinnamon,tail-call sweetness,floral","espresso-friendly,fair-trade,production-ready",9,2,5,8,5,1,"Has been peer-reviewed.",100g,moka,10.27,121,BEAN-0157-100g-MOK,3
BEAN-0158,"Lambda Latte",Kenya,Nyeri,"Finca Commit Hill",1746,wet-hulled,medium,2025-12-02,"Compile Time Coffee Co.",,"decaf,production-ready,blend",3,8,4,6,9,1,"Best paired with a 200 OK.",1kg,aeropress,44.54,176,BEAN-0158-1kg-AER,0
BEAN-0158,"Lambda Latte",Kenya,Nyeri,"Finca Commit Hill",1746,wet-hulled,medium,2025-12-02,"Compile Time Coffee Co.",,"decaf,production-ready,blend",3,8,4,6,9,1,"Best paired with a 200 OK.",1kg,filter,48.8,64,BEAN-0158-1kg-FIL,1
BEAN-0158,"Lambda Latte",Kenya,Nyeri,"Finca Commit Hill",1746,wet-hulled,medium,2025-12-02,"Compile Time Coffee Co.",,"decaf,production-ready,blend",3,8,4,6,9,1,"Best paired with a 200 OK.",100g,french_press,9.65,143,BEAN-0158-100g-FRE,2
BEAN-0159,"Save Point Sumatra",Guatemala,Antigua,"Finca Pure Functional Farm",1565,anaerobic,medium,2025-12-09,"Brewed in Berlin",vanilla,"nerd-approved,seasonal",5,9,6,8,1,1,"Now with 30% fewer race conditions.",250g,whole_bean,15.96,93,BEAN-0159-250g-WHO,0
BEAN-0159,"Save Point Sumatra",Guatemala,Antigua,"Finca Pure Functional Farm",1565,anaerobic,medium,2025-12-09,"Brewed in Berlin",vanilla,"nerd-approved,seasonal",5,9,6,8,1,1,"Now with 30% fewer race conditions.",250g,filter,16.77,168,BEAN-0159-250g-FIL,1
BEAN-0159,"Save Point Sumatra",Guatemala,Antigua,"Finca Pure Functional Farm",1565,anaerobic,medium,2025-12-09,"Brewed in Berlin",vanilla,"nerd-approved,seasonal",5,9,6,8,1,1,"Now with 30% fewer race conditions.",1kg,espresso,47.19,127,BEAN-0159-1kg-ESP,2
BEAN-0160,"Mendeleev Mocha",Peru,Cajamarca,"Finca San Miguel",1556,wet-hulled,14.0614,116.4136,french,2026-04-24,"Compile Time Coffee Co.",orange,filter-friendly,2,8,4,2,1,1,"If found defective, please file a bug report.",1kg,moka,47.99,151,BEAN-0160-1kg-MOK,0
BEAN-0160,"Mendeleev Mocha",Peru,Cajamarca,"Finca San Miguel",1556,wet-hulled,14.0614,116.4136,french,2026-04-24,"Compile Time Coffee Co.",orange,filter-friendly,2,8,4,2,1,1,"If found defective, please file a bug report.",500g,whole_bean,24.93,155,BEAN-0160-500g-WHO,1
BEAN-0160,"Mendeleev Mocha",Peru,Cajamarca,"Finca San Miguel",1556,wet-hulled,14.0614,116.4136,french,2026-04-24,"Compile Time Coffee Co.",orange,filter-friendly,2,8,4,2,1,1,"If found defective, please file a bug report.",100g,whole_bean,11.44,53,BEAN-0160-100g-WHO,2
BEAN-0160,"Mendeleev Mocha",Peru,Cajamarca,"Finca San Miguel",1556,wet-hulled,14.0614,116.4136,french,2026-04-24,"Compile Time Coffee Co.",orange,filter-friendly,2,8,4,2,1,1,"If found defective, please file a bug report.",1kg,turkish,43.64,163,BEAN-0160-1kg-TUR,3
BEAN-0161,"Heisenbug Brew",Hyperborea,"Northern Reaches","Finca Loop Holdings",1615,wet-hulled,light,2026-04-23,"Buffer Overflow Brewing",,"compile-grade,blend",2,4,9,7,4,1,"Single-origin, single-threaded, single-purpose.",250g,moka,16.99,106,BEAN-0161-250g-MOK,0
BEAN-0161,"Heisenbug Brew",Hyperborea,"Northern Reaches","Finca Loop Holdings",1615,wet-hulled,light,2026-04-23,"Buffer Overflow Brewing",,"compile-grade,blend",2,4,9,7,4,1,"Single-origin, single-threaded, single-purpose.",100g,turkish,9.11,91,BEAN-0161-100g-TUR,1
BEAN-0161,"Heisenbug Brew",Hyperborea,"Northern Reaches","Finca Loop Holdings",1615,wet-hulled,light,2026-04-23,"Buffer Overflow Brewing",,"compile-grade,blend",2,4,9,7,4,1,"Single-origin, single-threaded, single-purpose.",1kg,aeropress,48.32,26,BEAN-0161-1kg-AER,2
BEAN-0162,"Faraday's Filter",Brazil,Mogiana,"Finca Branch Estate",1173,anaerobic,medium,2026-02-20,"Brewed in Berlin","lavender,clove","direct-trade,small-batch,production-ready,filter-friendly",7,9,5,6,8,1,"Has been peer-reviewed.",100g,filter,8.77,132,BEAN-0162-100g-FIL,0
BEAN-0162,"Faraday's Filter",Brazil,Mogiana,"Finca Branch Estate",1173,anaerobic,medium,2026-02-20,"Brewed in Berlin","lavender,clove","direct-trade,small-batch,production-ready,filter-friendly",7,9,5,6,8,1,"Has been peer-reviewed.",250g,filter,11.05,56,BEAN-0162-250g-FIL,1
BEAN-0163,"Gauss Grind",Hyperborea,"Northern Reaches","Finca The Repo",1441,wet-hulled,-2.2716,16.1573,dark,2025-12-16,"The Bean Counters",almond,nerd-approved,6,3,3,5,6,1,"Side effects may include: refactoring, enlightenment, productivity.",500g,turkish,24.4,146,BEAN-0163-500g-TUR,0
BEAN-0163,"Gauss Grind",Hyperborea,"Northern Reaches","Finca The Repo",1441,wet-hulled,-2.2716,16.1573,dark,2025-12-16,"The Bean Counters",almond,nerd-approved,6,3,3,5,6,1,"Side effects may include: refactoring, enlightenment, productivity.",1kg,moka,50.34,187,BEAN-0163-1kg-MOK,1
BEAN-0164,"Doge Roast (Such Bean, Much Brew)",Ethiopia,Sidamo,"Finca Commit Hill",1904,honey,light,2025-12-15,"Daemon Roasters",,direct-trade,6,7,7,2,4,1,100g,aeropress,10.22,97,BEAN-0164-100g-AER,0
BEAN-0164,"Doge Roast (Such Bean, Much Brew)",Ethiopia,Sidamo,"Finca Commit Hill",1904,honey,light,2025-12-15,"Daemon Roasters",,direct-trade,6,7,7,2,4,1,100g,filter,8.2,81,BEAN-0164-100g-FIL,1
BEAN-0164,"Doge Roast (Such Bean, Much Brew)",Ethiopia,Sidamo,"Finca Commit Hill",1904,honey,light,2025-12-15,"Daemon Roasters",,direct-trade,6,7,7,2,4,1,250g,filter,15.02,56,BEAN-0164-250g-FIL,2
BEAN-0164,"Doge Roast (Such Bean, Much Brew)",Ethiopia,Sidamo,"Finca Commit Hill",1904,honey,light,2025-12-15,"Daemon Roasters",,direct-trade,6,7,7,2,4,1,250g,whole_bean,16.39,100,BEAN-0164-250g-WHO,3
BEAN-0165,"Semicolon Sumatra",Indonesia,Sumatra,"Finca Loop Holdings",1321,anaerobic,medium-light,2026-04-08,"Cache Coherence Coffee",,"open-source,fair-trade,production-ready,rainforest-alliance",5,2,7,9,7,1,250g,french_press,15.47,124,BEAN-0165-250g-FRE,0
BEAN-0165,"Semicolon Sumatra",Indonesia,Sumatra,"Finca Loop Holdings",1321,anaerobic,medium-light,2026-04-08,"Cache Coherence Coffee",,"open-source,fair-trade,production-ready,rainforest-alliance",5,2,7,9,7,1,1kg,aeropress,47.57,143,BEAN-0165-1kg-AER,1
BEAN-0166,"Race Condition Cold Brew",Indonesia,Java,"Finca Heap Hill",1597,honey,french,2025-12-15,"Isotope Roasters",,"bird-friendly,shade-grown,open-source,filter-friendly",6,6,10,1,5,1,1kg,moka,44.17,11,BEAN-0166-1kg-MOK,0
BEAN-0166,"Race Condition Cold Brew",Indonesia,Java,"Finca Heap Hill",1597,honey,french,2025-12-15,"Isotope Roasters",,"bird-friendly,shade-grown,open-source,filter-friendly",6,6,10,1,5,1,250g,espresso,16.48,39,BEAN-0166-250g-ESP,1
BEAN-0167,"Off-By-One Latte",Indonesia,Sumatra,"Finca Branch Estate",1585,natural,medium,2026-05-08,"Cache Coherence Coffee",,"nerd-approved,developer-fuel,organic",6,4,9,4,4,1,"Now with 30% fewer race conditions.",1kg,moka,48.84,36,BEAN-0167-1kg-MOK,0
BEAN-0167,"Off-By-One Latte",Indonesia,Sumatra,"Finca Branch Estate",1585,natural,medium,2026-05-08,"Cache Coherence Coffee",,"nerd-approved,developer-fuel,organic",6,4,9,4,4,1,"Now with 30% fewer race conditions.",100g,french_press,8.66,169,BEAN-0167-100g-FRE,1
BEAN-0167,"Off-By-One Latte",Indonesia,Sumatra,"Finca Branch Estate",1585,natural,medium,2026-05-08,"Cache Coherence Coffee",,"nerd-approved,developer-fuel,organic",6,4,9,4,4,1,"Now with 30% fewer race conditions.",100g,filter,5.36,72,BEAN-0167-100g-FIL,2
BEAN-0168,"Avogadro's Bean",Colombia,Huila,"Finca Heap Hill",1534,honey,french,2025-11-24,"Tail Call Tea",,seasonal,7,4,7,9,2,1,"If found defective, please file a bug report.",100g,espresso,5.59,117,BEAN-0168-100g-ESP,0
BEAN-0168,"Avogadro's Bean",Colombia,Huila,"Finca Heap Hill",1534,honey,french,2025-11-24,"Tail Call Tea",,seasonal,7,4,7,9,2,1,"If found defective, please file a bug report.",100g,whole_bean,5.98,135,BEAN-0168-100g-WHO,1
BEAN-0168,"Avogadro's Bean",Colombia,Huila,"Finca Heap Hill",1534,honey,french,2025-11-24,"Tail Call Tea",,seasonal,7,4,7,9,2,1,"If found defective, please file a bug report.",500g,filter,25.92,190,BEAN-0168-500g-FIL,2
BEAN-0169,"Segfault Single Origin",Indonesia,Sumatra,"Finca The Repo",1600,honey,light,2025-12-02,"Stack Trace Roasters","dark chocolate,pineapple,raspberry","decaf,direct-trade",7,3,2,7,9,1,"Has been peer-reviewed.",250g,french_press,12.92,39,BEAN-0169-250g-FRE,0
BEAN-0169,"Segfault Single Origin",Indonesia,Sumatra,"Finca The Repo",1600,honey,light,2025-12-02,"Stack Trace Roasters","dark chocolate,pineapple,raspberry","decaf,direct-trade",7,3,2,7,9,1,"Has been peer-reviewed.",1kg,filter,50.28,84,BEAN-0169-1kg-FIL,1
BEAN-0169,"Segfault Single Origin",Indonesia,Sumatra,"Finca The Repo",1600,honey,light,2025-12-02,"Stack Trace Roasters","dark chocolate,pineapple,raspberry","decaf,direct-trade",7,3,2,7,9,1,"Has been peer-reviewed.",1kg,moka,44.05,167,BEAN-0169-1kg-MOK,2
BEAN-0170,"Daemon Drink",Honduras,Copán,"Finca Pure Functional Farm",1652,wet-hulled,medium-light,2026-01-21,"The Recursion Roastery","lemon,jasmine,vanilla,pineapple",espresso-friendly,6,3,1,6,7,1,"Recommended by 9 out of 10 over-tired developers.",500g,espresso,28.23,27,BEAN-0170-500g-ESP,0
BEAN-0170,"Daemon Drink",Honduras,Copán,"Finca Pure Functional Farm",1652,wet-hulled,medium-light,2026-01-21,"The Recursion Roastery","lemon,jasmine,vanilla,pineapple",espresso-friendly,6,3,1,6,7,1,"Recommended by 9 out of 10 over-tired developers.",250g,espresso,11.21,156,BEAN-0170-250g-ESP,1
BEAN-0171,"Zsh Espresso",Indonesia,Sumatra,"Finca La Esperanza",1451,honey,light,2025-11-16,"Idempotent Espresso",peach,"shade-grown,espresso-friendly,rainforest-alliance,developer-fuel",8,3,3,4,4,,"Best paired with a 200 OK.",100g,filter,11.6,56,BEAN-0171-100g-FIL,0
BEAN-0171,"Zsh Espresso",Indonesia,Sumatra,"Finca La Esperanza",1451,honey,light,2025-11-16,"Idempotent Espresso",peach,"shade-grown,espresso-friendly,rainforest-alliance,developer-fuel",8,3,3,4,4,,"Best paired with a 200 OK.",250g,turkish,12.64,45,BEAN-0171-250g-TUR,1
BEAN-0171,"Zsh Espresso",Indonesia,Sumatra,"Finca La Esperanza",1451,honey,light,2025-11-16,"Idempotent Espresso",peach,"shade-grown,espresso-friendly,rainforest-alliance,developer-fuel",8,3,3,4,4,,"Best paired with a 200 OK.",1kg,turkish,47.94,176,BEAN-0171-1kg-TUR,2
BEAN-0172,"Necromancer Nitro",Colombia,Antioquia,"Finca Pure Functional Farm",1611,anaerobic,french,2026-02-20,"Daemon Roasters","ambition,honey,brown sugar,mango",compile-grade,2,8,8,1,4,1,100g,moka,7.1,195,BEAN-0172-100g-MOK,0
BEAN-0172,"Necromancer Nitro",Colombia,Antioquia,"Finca Pure Functional Farm",1611,anaerobic,french,2026-02-20,"Daemon Roasters","ambition,honey,brown sugar,mango",compile-grade,2,8,8,1,4,1,100g,espresso,6.33,101,BEAN-0172-100g-ESP,1
BEAN-0173,"Promise Resolved Roast",Nicaragua,Jinotega,"Finca Branch Estate",1450,washed,french,2025-12-30,"The Recursion Roastery","uncertainty,earthy,hazelnut",espresso-friendly,10,9,3,7,7,1,"If found defective, please file a bug report.",1kg,moka,50.17,51,BEAN-0173-1kg-MOK,0
BEAN-0174,"Wizard's Wakeup ☕","El Dorado","Lake Guatavita","Finca Pure Functional Farm",2983,washed,light,2026-04-12,"Eventual Consistency Roasting","hazelnut,apricot","compile-grade,espresso-friendly,rainforest-alliance,production-ready",1,3,6,10,3,1,100g,french_press,6.46,186,BEAN-0174-100g-FRE,0
BEAN-0174,"Wizard's Wakeup ☕","El Dorado","Lake Guatavita","Finca Pure Functional Farm",2983,washed,light,2026-04-12,"Eventual Consistency Roasting","hazelnut,apricot","compile-grade,espresso-friendly,rainforest-alliance,production-ready",1,3,6,10,3,1,1kg,filter,48.01,30,BEAN-0174-1kg-FIL,1
BEAN-0175,"Rogue Roast",Indonesia,Java,"Finca Stack Plantation",1206,anaerobic,medium-dark,2025-12-23,"Bit Roasters","tobacco,blueberry,bergamot,molasses","nerd-approved,bird-friendly,battle-tested,single-origin",10,10,1,4,9,1,250g,whole_bean,12.48,14,BEAN-0175-250g-WHO,0
BEAN-0175,"Rogue Roast",Indonesia,Java,"Finca Stack Plantation",1206,anaerobic,medium-dark,2025-12-23,"Bit Roasters","tobacco,blueberry,bergamot,molasses","nerd-approved,bird-friendly,battle-tested,single-origin",10,10,1,4,9,1,500g,whole_bean,23.16,8,BEAN-0175-500g-WHO,1
BEAN-0175,"Rogue Roast",Indonesia,Java,"Finca Stack Plantation",1206,anaerobic,medium-dark,2025-12-23,"Bit Roasters","tobacco,blueberry,bergamot,molasses","nerd-approved,bird-friendly,battle-tested,single-origin",10,10,1,4,9,1,500g,filter,29.36,12,BEAN-0175-500g-FIL,2
BEAN-0176,"Big-O Bourbon",Hawaii,Kona,"Finca Pure Functional Farm",938,wet-hulled,dark,2025-12-19,"O(1) Coffee","ambition,molasses,lavender",single-origin,5,6,6,7,2,1,"Side effects may include: refactoring, enlightenment, productivity.",100g,filter,7.77,31,BEAN-0176-100g-FIL,0
BEAN-0176,"Big-O Bourbon",Hawaii,Kona,"Finca Pure Functional Farm",938,wet-hulled,dark,2025-12-19,"O(1) Coffee","ambition,molasses,lavender",single-origin,5,6,6,7,2,1,"Side effects may include: refactoring, enlightenment, productivity.",500g,filter,26.22,134,BEAN-0176-500g-FIL,1
BEAN-0176,"Big-O Bourbon",Hawaii,Kona,"Finca Pure Functional Farm",938,wet-hulled,dark,2025-12-19,"O(1) Coffee","ambition,molasses,lavender",single-origin,5,6,6,7,2,1,"Side effects may include: refactoring, enlightenment, productivity.",250g,aeropress,12.67,14,BEAN-0176-250g-AER,2
BEAN-0176,"Big-O Bourbon",Hawaii,Kona,"Finca Pure Functional Farm",938,wet-hulled,dark,2025-12-19,"O(1) Coffee","ambition,molasses,lavender",single-origin,5,6,6,7,2,1,"Side effects may include: refactoring, enlightenment, productivity.",100g,moka,9.84,161,BEAN-0176-100g-MOK,3
BEAN-0177,"Goblin's Grind",Atlantis,"Sunken City","Finca Loop Holdings",,anaerobic,dark,2026-02-19,"Stack Trace Roasters","honey,maple syrup,hibiscus,peanut butter","compile-grade,developer-fuel,open-source,espresso-friendly",10,4,5,4,1,,100g,aeropress,10.78,157,BEAN-0177-100g-AER,0
